p_mw_0,q_mvar_0,vm_pu_0,p_mw_1,q_mvar_1,vm_pu_1,p_mw_2,q_mvar_2,vm_pu_2,p_mw_3,q_mvar_3,vm_pu_3,p_mw_4,q_mvar_4,vm_pu_4,p_mw_5,q_mvar_5,vm_pu_5,p_mw_6,q_mvar_6,vm_pu_6,p_mw_7,q_mvar_7,vm_pu_7,p_mw_8,q_mvar_8,vm_pu_8,p_mw_9,q_mvar_9,vm_pu_9,p_mw_10,q_mvar_10,vm_pu_10,p_mw_11,q_mvar_11,vm_pu_11,p_mw_12,q_mvar_12,vm_pu_12,p_mw_13,q_mvar_13,vm_pu_13,p_mw_14,q_mvar_14,vm_pu_14
0.007254304794837414,0.002477634703175088,1.0030549135153857,0.004119766736350895,0.0014383444844005026,0.9946740570002615,0.004215335793513984,0.001464017602482892,0.9320499565518684,0.0038344013510948796,0.001306388466685356,0.8830260799083036,0.005734815917896604,0.0019136700786602904,0.83573794472957,0.041419540205651986,0.012592539016511578,0.7777528924024255,0.007363036387342892,0.002506719772300322,0.7622572316974234,0.0029172412136390037,0.0009654350737156052,0.7313266550948775,0.029685521685940998,0.00017197587671916926,0.7176590166202561,0.004968023495815608,0.0016611092878774218,0.9862139203816785,0.0022552701909661103,0.0007512355162495112,0.9924730203550363,0.00463172063668407,0.0016084354853783689,1.0143563302912533,0.002243819933832629,0.0007808968460295262,1.016950983780207,0.005976296025591799,0.0020226557899118555,1.0377736788215315,-0.04248138245454806,0.02206259019718966,1.0492018252593216
0.003679400412458589,0.0013402257983880835,1.0078587406320414,0.006194118341229527,0.0021407921060746624,0.9883093643614048,0.003613613105734341,0.0012711752067673598,0.9823558509570449,0.005315883804802492,0.001857602942583674,0.9721190826034177,0.009058571622428582,0.0029929098939744424,0.9566201567086376,0.0007933053895787323,-0.01900772431543559,0.9674017178781983,0.00645633804426037,0.0022060594667470627,0.9468718555348142,0.0033287883904250417,0.0012081508905735713,0.9522390206654292,-0.004926514905390307,0.022800687983363037,0.9446688030050101,0.006227275796960395,0.002070743493512008,0.9370277653759024,0.0018095037622067429,0.0006932536715644245,0.8734035616920464,0.002367609992784236,0.0008180758379285542,0.799868861619143,0.0052331442814067515,0.0017724108906342379,0.770884693707418,0.004410866937960619,0.0015564192804272342,0.7113274933823166,0.048809657239819684,0.005811151613221361,0.6703530563273071
0.004871797894239025,0.0016076933050988781,0.9977258328655123,0.0038039006252230494,0.0012552872063236063,0.9909535288823651,0.0018482574893213474,0.0006099249714760447,0.9593091223810943,0.001868855868093182,0.00061672243647075,0.9381702589820823,0.0049407568693370955,0.0016304497668812416,0.9235695101316665,0.04758082465787555,0.009002486597409308,0.8803283069228802,0.005109159960477931,0.0016860227869577172,0.8917251326491774,0.0022078234368574424,0.0007285817341629561,0.8956444218083769,-0.009711391169625938,0.0013645472790755502,0.8888268273252254,0.005031771389425593,0.0016604845585104458,0.9655078255737995,0.003832098177875928,0.0012645923986990563,0.9465125521284404,0.00131818523550462,0.00043500112771652466,0.9157524072569859,0.003334736230811944,0.0011004629561679414,0.9051830565714565,0.0015386416028700715,0.0005077517289471236,0.8786188646977361,0.006797781584080313,0.031175377757132344,0.885830350862803
0.0017201890947751038,0.0005676624012757843,1.0052785168331688,0.0005627639678975028,0.00018571210940617592,0.9925582753427256,0.00117282709447203,0.0003870329411757699,0.9967693373980852,0.0005977631081229481,0.00019726182568057286,0.9970203072819571,0.001718358164022792,0.0005670581941275214,1.0002841063804155,-0.0035680300513587664,0.04886729816097817,1.0155542974427783,0.001409657773852597,0.000465187065371357,1.0318975459357898,0.0020547495310636837,0.0006780673452510157,1.0509306420691895,-0.02381064108251623,-0.04697120413220511,1.061673203006113,0.0014773657907104533,0.0004875307109344496,0.9380763044897095,0.0018159577059153143,0.0005992660429520537,0.8890562236894243,0.0011439585878766317,0.0003775063339992885,0.8460904839536425,0.001518180532359449,0.0005009995756786182,0.7990683878139943,0.0014303644184598002,0.0004720202580917341,0.7567514349990665,0.0423182212267824,0.026425166580602368,0.7196770632748918
0.000745817290457304,0.0002911230709916968,0.9993418637650148,-0.001253692437957457,0.0004510002285422764,1.0186622054474666,-0.0013081100169252194,0.00022891426333688763,0.9971670207211348,-0.005859809473613453,0.0004883596727767623,0.9994443911014985,-0.003316406159595355,0.0007068471729865298,1.0025991329360722,-0.01819013040925915,-0.04616135014994296,1.0063183878520139,0.0019407991676692903,0.0006428323394692093,0.9859725808492471,-0.0038325486797947976,0.00042382932683399587,0.9680210024192109,0.044169152363586255,-0.007537881150043027,0.9426739148965909,-0.005929114348254168,0.00038634884009293473,1.007363709893219,-0.006679787055428004,0.00034358883707219257,0.9876624940465232,-0.004327964262864871,0.00066281730431475,0.975501073477992,-0.002647044404526624,0.0003730418661822467,0.9558795785931219,9.800982919117127e-05,0.0002164204837367532,0.9400415920089877,0.030109473184773024,-0.00899500122139,0.9285496320853709
0.0011499206971177947,0.00037947383004887226,1.0025115406985348,0.0008840878154576651,0.0002917489791010295,0.9860449443775642,0.0007499233147462222,0.0002474746938662534,0.9524519198362049,0.0006889993282747942,0.0002273697783306821,0.9290416908659538,0.0008786584294118413,0.00028995728170590765,0.9029562643765813,0.046214786056681105,0.04739229818341258,0.8612233203301589,0.0012972165825728844,0.00042808147224905184,0.8586996188291188,0.0014671320126669449,0.00048415356418009183,0.8543552753298703,-0.007856889216057145,0.01351764867848691,0.8621053761513782,0.0004628204711918534,0.00015273075549331164,1.0100931091598488,0.0016870745029741656,0.0005567345859814746,1.0138381349400971,0.0008951498510132857,0.0002953994508343843,1.0247586297083127,0.0004375916567328402,0.00014440524672183725,1.0460462155944033,0.0010875566857127344,0.00035889370628520236,1.0526545797654896,-0.016235757218696037,-0.03466913081285365,1.0800422989140608
0.004549126506369794,0.001501211747102032,0.9959608032450564,0.002529459593288018,0.000834721665785046,0.9968710631746911,0.004382930948127483,0.0014463672128820694,0.9558481245711156,0.0016884065328178154,0.0005571741558298791,0.9242170530278067,0.002067877281677009,0.0006823995029534131,0.9102681476309158,0.04660749054366658,-0.026905374732439445,0.874289139131733,0.006617321612975023,0.0021837161322817576,0.8652053234237732,0.006880608086779412,0.002270600668637206,0.8595449760630789,0.01319038958976666,-0.041131206120292176,0.859656650599879,0.002880289640178768,0.0009504955812589935,0.9635107536006936,0.007035303402123495,0.0023216501227007534,0.9490911523625142,0.0025039294608611862,0.0008262967220841915,0.906559777256344,0.004296360529165499,0.0014177989746246146,0.9029009663134064,0.00442580340295199,0.0014605151229741568,0.8906229323301722,0.009975562184678953,0.024574402261645152,0.8670913407568233
0.0011725233785388994,0.00038693271491783683,1.0056966843277795,0.0004050631394006656,0.00013367083600221964,0.9735655327424406,0.0005349404352683955,0.0001765303436385705,0.9185663724939064,0.001088672371100099,0.00035926188246303265,0.8799655640979251,0.0013884998050278635,0.00045820493565919496,0.826956751377457,0.028492509589205958,0.04485833841699416,0.7563193281653784,0.0014390934072527348,0.0004749008243934025,0.750956459916288,0.0013692973507693615,0.0004518681257538893,0.7254600475952108,0.01643109771258549,0.043595550135676446,0.7077219009816317,0.0007499581772721653,0.00024748619849981456,0.9125733474923375,0.0012476675414575887,0.0004117302886810043,0.854346384345888,0.001161635687971056,0.0003833397770304485,0.7856874946896368,0.0008372560995016736,0.0002762945128355523,0.7473295083064272,0.0007126412089655139,0.0002351715989586196,0.6824863316863975,0.04646336689755216,0.03243696258277193,0.6414607650427674
0.005013319061473768,0.0016778700000433862,0.9922037008690963,0.004359844606613537,0.0016872263931936395,0.9997407068268835,0.0083602429834989,0.002791185061709113,0.9595723746628548,0.007611333493649094,0.0025353852157483704,0.9309260939928428,0.004971014998773574,0.00181144288523512,0.9069143757719372,0.018697732905728487,-0.03068359161647205,0.8741394009218616,0.0021343391845486935,0.0007102010827617389,0.8441958366586912,0.007086055891256053,0.002428091943910999,0.826011084084794,0.0250810814673625,0.02299410428244695,0.8166835455118365,0.0035871913618711424,0.0013503095825437431,0.9654539064037168,0.0036939822181965383,0.0014245845410716465,0.9449388844096298,0.0031725868456994673,0.0010946529218908495,0.9057883693360987,0.004853786762017388,0.001791926712099115,0.8880434652192716,0.0034106898672462468,0.0013118626439264265,0.873017824678037,0.03088542441851631,-0.029186249973437,0.8526601808096038
0.0015886182953640873,0.0007756325601830286,1.0073253280464678,0.001896716423632825,0.0012383163148438406,1.0005398425187637,0.004373653628678458,0.0014968929874878086,0.9953477057752493,0.005307826081957802,0.0018550296447236256,0.9812718001029361,0.004846928008901947,0.00197420269705129,0.9784898279538701,-0.01665821563018012,0.002318566771526245,0.9804055113146151,0.003912980944832565,0.0016531501000371766,0.9761855604440642,0.0036638536370458496,0.0019748355971054444,0.9761235085621967,0.017673634131641386,-0.04064234893883428,0.9731679161805417,0.00029377464682625695,0.000689282831660091,0.9866042208709112,0.0032223135843007632,0.001780112505600677,0.9441331163733298,0.0004682990638123629,0.00058059496690323,0.9118864925092082,0.0005320468966316598,0.0008083537193900608,0.900900363893567,0.0006586603054166316,0.00048115199188517136,0.8733158965631524,0.035590183599615965,-0.0075945182521211605,0.8511130775428132
-0.005200168296446652,0.00038311996103066966,1.0058076061105827,-0.004248902882975084,0.0003875660793450269,0.992661594829074,0.0017383535643812067,0.000605292848010089,1.0171643219885667,-0.0005299885553535736,0.0005966935249643971,1.0354665982374136,-0.004804592116042455,0.0005794842430206408,1.0491920120906946,-0.021401716080143907,-0.047360285248479767,1.0804149792735178,0.0010492218624923127,0.0010153342708833853,1.082612391797466,-0.0017545910495999325,0.0006663080958288582,1.0896330173658337,-0.03101550078184281,0.047802773002581116,1.1040262525120177,-0.005603842592430835,0.000753982312158335,1.001911788086709,-0.002350337802996801,0.0009143507362508356,0.9880819093077902,-0.006573566792813129,0.0003773749167246364,0.9750954195984473,-0.0021359247918383713,0.00038890009268005517,0.9485914151909682,0.0003489387174074605,0.0004364091368489893,0.9444324506657065,0.02421302126906007,0.0020264932983886713,0.9253538364961148
0.006849486075462298,0.0023786207509891672,0.9991962956468865,0.0034500940376826343,0.0011815706735149943,0.9778957019739657,0.0027912093024763567,0.0010158132701698608,0.9074777053919155,0.002886949539981851,0.0009531524145498428,0.8549631636100651,0.0038287088241502243,0.00135999663403636,0.8073453597535932,0.00953138469575265,0.0019524547979654892,0.7180901364696662,0.008404371717069448,0.0027930599492673224,0.6721115057400641,0.0079472691451923,0.0027161848708536812,0.6303511730529333,0.0390083964505714,0.050208907881745035,0.6113610146320624,0.004363517516611338,0.0014735002580608721,0.9639123048817291,0.005298219255701116,0.0017636362714166986,0.9328498570622211,0.006698537136354837,0.0023082684783538245,0.9117109704423383,0.0033344632458327055,0.0011159070257611833,0.9038228481697974,0.005492467514016474,0.0018886883856005362,0.8986694597592134,0.00498317354832992,0.011210717777395652,0.8924803292753838
0.0006255794960832957,0.00020644123370748758,0.9942551004612664,0.0007066552878875646,0.00023319624500289633,0.9904657814503354,0.0005188090061095504,0.00017120697201615165,0.9616092706365588,0.0010266704001428118,0.00033880123204712794,0.9190268183808384,0.0004420137738217541,0.00014586454536117888,0.9030635372776138,-0.020028854967111834,0.03907580450027002,0.868707396690591,0.000940361336237518,0.00031031924095838094,0.8345527284398311,0.001646846486871233,0.0005434593406675069,0.7993934680730193,0.05006442111523372,0.02192942983696582,0.7725559010862783,0.0015512821008455207,0.0005119230932790218,0.9626143823821681,0.0012672895851445476,0.00041820556309770074,0.9524625335035349,0.0014753216287829432,0.0004868561374983713,0.9252491014008551,0.0014222288990810555,0.00046933553669674833,0.9197585431623183,0.0007503979295528073,0.0002476313167524264,0.8939952215129374,0.030339846575692067,-0.025251318763597215,0.8829861132699618
0.0021896798582797233,0.0008370442994066049,1.0128597049406576,0.0016942212477682218,0.0006839679836028262,0.996027931118543,0.0032029672629906346,0.0011644388394743983,0.9694433904640462,0.0010326198129717809,0.0007401130292986295,0.9497988892344833,0.0018772726377445654,0.0007328952420227851,0.9284129123987559,0.01827883753886308,0.007560282643070113,0.88763479799532,0.002978362472774414,0.001019322612857331,0.8775573012148334,0.001856213357424722,0.0007301932272905788,0.8618088428616923,0.02396578712487516,0.004962294242340157,0.8556771693145334,0.0016331396126606646,0.0008786721540273849,1.015563713661652,0.0015154167289157233,0.000662354674017704,1.0449790529824623,0.001635002683762408,0.0008535544979226799,1.0577229129132395,0.002270328386007287,0.0009388577904795263,1.0657805135963863,0.002658718570944967,0.0009069633666747938,1.0930952334353714,-0.03285907665618654,-0.03939563659959326,1.1224753589412189
0.0029414044026093915,0.0010414134016148836,0.99577022352735,0.0016342354554228773,0.0005580649531731987,0.9832489015329888,0.001920485202293001,0.0006815552284733664,0.9751892320711716,0.0013202322857721106,0.0005079757958602663,0.9427635578553428,0.002198752101368517,0.0008481135977584838,0.9369366475969295,-0.03716788561183222,0.026175785724736958,0.9226971512243953,0.0024084939895045922,0.0008182513163725529,0.8923308413948495,0.0027177264516839777,0.0009784052531273306,0.8708182304044616,0.026369983766067775,0.04825215880968648,0.8552461893450864,0.0028243497266084968,0.0009484506819347984,0.956879552068175,0.0028494371039554326,0.0010360353849726961,0.9524113315936802,0.0010990140328146682,0.0004106689487705931,0.9290044806215805,0.0006177397498820472,0.00029192387187898847,0.9107507029316996,0.0031714752172421136,0.0010993063272241026,0.9005198422028359,0.013054934853660417,0.015066963365029405,0.8934127646464317
-0.00823626559117887,0.0002460178765603765,1.0032060038104407,0.0010986421091501283,0.0006819040227515322,1.006590358605472,-0.0023427475082719823,0.000858522871826105,1.0401948342501142,-0.007928945706674507,0.0007923694303566893,1.0567089139936865,-0.006214106615608655,0.0006329462609483414,1.0834302304004404,-0.04097460071582995,-0.00984988932807122,1.0973612076779913,-0.0021696347307928075,0.0004780293115589019,1.095336384590843,-0.0044946252751321605,0.0006688887423987483,1.1094102658186265,0.0070393329349066084,-0.023393950110935455,1.110302614054244,-0.002466657993181909,0.0007581327028649392,1.0459067063116452,-0.006674434184040589,0.0007086346739496895,1.0713435696181413,-0.005014986871784455,0.0006491682086404919,1.1043373552030105,-0.0027198340477610646,0.00023274543065293155,1.1212137580434485,-0.005741506151053069,0.00026223552260745664,1.1389014200348593,-0.023162984305209734,-0.04524065286361874,1.1672794717454644
