Complexity,Loss,Equation
1,0.9999998,"-5.5821878e-5"
3,0.7812894,"x23 * -0.46764082"
7,0.5784664,"(x29 * -0.45035622) + (x23 * -0.46613485)"
11,0.5577554,"(x29 * -0.4515919) + (((x9 * 0.30847773) + x23) * -0.46662512)"
13,0.37865525,"(((x23 + (x20 * 0.9514497)) / 1.1445326) * -0.5377572) + (x29 * -0.4492354)"
